label,text
spam,"URGENT NOTICE Your Amazon Prime password was reset! If this wasn't you, click below immediately to secure your account: http://bit!ly/free-cash-now Offer expires in 24 hours, act fast!"
spam,You have been selected Your account will be SUSPENDED unless you verify your password immediately. Click here to confirm your identity: http://secure-login-update.example.info
spam,"Important Update You've been chosen for a FREE cruise to the Bahamas! Just pay a small processing fee of $99 to reserve your spot now. 100% risk free, cancel anytime."
spam,"ACT NOW Your package could not be delivered. Pay a redelivery fee of $2.99 immediately or your parcel will be returned: http://account-verify.example.top Limited spots available, don't miss out!"
spam,"Dear Winner Make $1000 per week working from home! No experience needed. Just send a small registration fee of $49 to get started TODAY. 100% risk free, cancel anytime."
ham,"Hey team, Your order of website redesign has shipped and should arrive by Wednesday. You can track it using the link in your account."
spam,"FINAL REMINDER Make $10000 per week working from home! No experience needed. Just send a small registration fee of $49 to get started TODAY. Limited spots available, don't miss out!"
ham,"Hi all, Can we push our budget meeting to Monday? Something came up on my end and I want to make sure I'm fully prepared. Thanks!"
ham,"Dear Priya, Great meeting you at the conference! Would love to grab lunch and talk more about the office chairs project sometime. Talk soon."
spam,"Dear Winner We noticed unusual sign-in activity on your account! Verify your identity now or your account will be permanently locked: http://claim-your-prize!example!ru/verify Limited spots available, don't miss out!"
spam,"GOOD NEWS Buy cheap Xanax online with 80% discount, no prescription needed! Fast, discreet shipping worldwide. Order now! 100% risk free, cancel anytime."
ham,"Dear Priya, Can we push our team sync to Wednesday? Something came up on my end and I want to make sure I'm fully prepared."
ham,"Hi, Thanks for sending over the report. I reviewed it and left a few comments in the shared doc. Overall looks great!"
spam,"You have been selected URGENT: Your tax refund of $1000 is pending. Submit your social security number and banking info to release the funds. Don't delay, click below to proceed."
spam,"CONGRATULATIONS!!! We noticed unusual sign-in activity on your account! Verify your identity now or your account will be permanently locked: http://secure-login-update!example!info Limited spots available, don't miss out!"
spam,"Breaking: Lose 8kg in just 2 weeks with this ONE weird trick doctors don't want you to know about! Order your free trial now! 100% risk free, cancel anytime!"
spam,"GOOD NEWS You have WON $10000 in the Global Sweepstakes Lottery! To claim your prize, click the link below and enter your bank details within 24 hours."
ham,"Good morning, Could you review the pull request I opened this morning? Nothing urgent, just want your eyes on the website redesign changes."
ham,"Hi John, Quick question about the laptop order — did it ship yet? Tracking still shows it's processing. Thanks!"
ham,"Hi Sarah, Great meeting you at the conference! Would love to grab lunch and talk more about the marketing project sometime."
spam,"GOOD NEWS Your package could not be delivered. Pay a redelivery fee of $2.99 immediately or your parcel will be returned: http://account-verify.example.top Limited spots available, don't miss out!"
ham,"Hi Team, Attaching the proposal for tomorrow's 1:1. Let me know if I missed anything before I send it to the client. Let me know either way."
spam,"CONGRATULATIONS!!! Make $5000 per week working from home! No experience needed. Just send a small registration fee of $49 to get started TODAY. Text STOP to unsubscribe (but hurry, offer ends soon)!"
spam,Hello Valued Customer Your account will be SUSPENDED unless you verify your password immediately. Click here to confirm your identity: http://claim-your-prize.example.ru/verify Click here now: http://claim-your-prize.example.ru/verify
spam,Dear Winner URGENT: Your tax refund of $1000 is pending. Submit your social security number and banking info to release the funds.
ham,"Hi John, Loved catching up with you last night! We should plan that trip to that new Italian place soon, maybe over the long weekend."
spam,"Hi there!!! CLICK HERE to claim your free iPhone 14! Limited stock available, only 3 left, hurry before it's too late!!! Don't delay, click below to proceed."
spam,"URGENT NOTICE Invest in a new crypto token today and turn $100 into $10,000 in just 7 days!! Guaranteed returns, act before this offer closes! 100% risk free, cancel anytime."
ham,"Dear Priya, The quarterly numbers are in — revenue is up 8% from last quarter, details are in the attached spreadsheet."
ham,"Dear Priya, Thanks so much for your help moving last weekend, really appreciate it! Let's grab dinner soon to say thanks properly."
ham,"Hey, The quarterly numbers are in — revenue is up 8% from last quarter, details are in the attached spreadsheet."
ham,"Hi John, Loved catching up with you last night! We should plan that trip to Marco's soon, maybe over the long weekend. Let me know either way."
spam,Dear Beneficiary Your package could not be delivered! Pay a redelivery fee of $2!99 immediately or your parcel will be returned: http://bit!ly/free-cash-now Click here now: http://claim-your-prize!example!ru/verify
ham,"Hi all, Just a reminder that our client call is scheduled for Tuesday at 11:30 AM. Please let me know if that time doesn't work for you."
spam,"Important Update Earn passive income of $25000/month with our proven system! No skills, no experience, just click below to start earning today! 100% risk free, cancel anytime!"
ham,"Hi, Thanks for sending over the report. I reviewed it and left a few comments in the shared doc. Overall looks great! Best,"
ham,"Hello, Great meeting you at the conference! Would love to grab lunch and talk more about the office chairs project sometime."
spam,"Important Update Refinance your mortgage today and SAVE thousands! Rates as low as 0!9% APR, approval guaranteed regardless of credit score! 100% risk free, cancel anytime!"
ham,"Hey team, The quarterly numbers are in — revenue is up 8% from last quarter, details are in the attached spreadsheet."
ham,"Hey, The kids' school project is due on next week, can you pick up some poster board on your way home tonight? Let me know either way."
spam,"ATTENTION Refinance your mortgage today and SAVE thousands! Rates as low as 0.9% APR, approval guaranteed regardless of credit score. 100% risk free, cancel anytime."
spam,"FINAL REMINDER Your computer has a VIRUS! Download our antivirus tool immediately to remove 27 threats detected on your device: http://secure-login-update.example.info For your security, verify now: http://account-verify.example.top"
spam,"URGENT NOTICE You have WON $500 in the Global Sweepstakes Lottery! To claim your prize, click the link below and enter your bank details within 24 hours. Offer expires in 24 hours, act fast!"
ham,"Hello, Great meeting you at the conference! Would love to grab lunch and talk more about the laptop project sometime."
spam,"ACT NOW Earn passive income of $500/month with our proven system. No skills, no experience, just click below to start earning today! This is not a scam, 100% legit and guaranteed!!!"
ham,"Good morning, The kids' school project is due on Monday, can you pick up some poster board on your way home tonight? Appreciate it."
ham,"Hi Team, Just confirming our reservation at the downtown office for Thursday at 2:30 PM. Looking forward to seeing everyone!"
ham,"Hi, Could you review the pull request I opened this morning? Nothing urgent, just want your eyes on the onboarding changes. Thanks!"
spam,"Dear Beneficiary Make $1000000 per week working from home! No experience needed. Just send a small registration fee of $49 to get started TODAY. For your security, verify now: http://claim-your-prize.example.ru/verify"
ham,"Hi John, I've attached the slide deck we discussed yesterday. Let me know if you have any questions or need changes before Friday."
ham,"Hi John, Just a reminder that our client call is scheduled for Friday at 2:30 PM. Please let me know if that time doesn't work for you. Appreciate it."
spam,"URGENT NOTICE Buy cheap painkillers online with 80% discount, no prescription needed! Fast, discreet shipping worldwide. Order now! Reply IMMEDIATELY to claim."
spam,"ACT NOW CLICK HERE to claim your free iPhone 14! Limited stock available, only 3 left, hurry before it's too late!!! For your security, verify now: http://secure-login-update.example.info"
ham,"Hey, Your order of Q3 roadmap has shipped and should arrive by Monday. You can track it using the link in your account. Thanks!"
ham,"Hi John, Attaching the proposal for tomorrow's team sync. Let me know if I missed anything before I send it to the client."
spam,"Dear Beneficiary CLICK HERE to claim your free iPhone 14! Limited stock available, only 3 left, hurry before it's too late!!!"
ham,"Dear Priya, I've attached the proposal we discussed yesterday. Let me know if you have any questions or need changes before Friday."
spam,ACT NOW You've been chosen for a FREE cruise to the Bahamas! Just pay a small processing fee of $99 to reserve your spot now.
ham,"Hi all, Here are my notes from today's budget meeting — action items are highlighted at the bottom, due by Tuesday."
ham,"Good morning, Loved catching up with you last night! We should plan that trip to the lake house soon, maybe over the long weekend."
ham,"Good morning, Thanks so much for your help moving last weekend, really appreciate it! Let's grab dinner soon to say thanks properly. Talk soon."
spam,"URGENT NOTICE Your computer has a VIRUS! Download our antivirus tool immediately to remove 27 threats detected on your device: http://secure-login-update!example!info For your security, verify now: http://account-verify!example!top"
ham,"Hi, Can we push our standup to Friday? Something came up on my end and I want to make sure I'm fully prepared."
spam,"Breaking: Invest in Bitcoin today and turn $100 into $10,000 in just 7 days!! Guaranteed returns, act before this offer closes!"
ham,"Hi, Your order of Q3 roadmap has shipped and should arrive by Tuesday. You can track it using the link in your account. Thanks!"
spam,"Limited Time Offer URGENT: Your tax refund of $1000 is pending! Submit your social security number and banking info to release the funds! For your security, verify now: http://claim-your-prize!example!ru/verify"
spam,"Breaking: You have WON $25000 in the Euro Millions Lottery! To claim your prize, click the link below and enter your bank details within 24 hours!"
ham,"Hey, Thanks for sending over the report. I reviewed it and left a few comments in the shared doc. Overall looks great!"
ham,"Dear Priya, Loved catching up with you last night! We should plan that trip to that new Italian place soon, maybe over the long weekend."
ham,"Hi John, The kids' school project is due on Monday, can you pick up some poster board on your way home tonight? Thanks!"
spam,"Dear Beneficiary Invest in a new crypto token today and turn $100 into $10,000 in just 7 days!! Guaranteed returns, act before this offer closes! Limited spots available, don't miss out!"
ham,"Hi John, Just a reminder that our team sync is scheduled for next week at 4:00 PM. Please let me know if that time doesn't work for you."
spam,"Hello Valued Customer You've been chosen for a FREE cruise to the Bahamas! Just pay a small processing fee of $99 to reserve your spot now. 100% risk free, cancel anytime."
ham,"Dear Priya, Loved catching up with you last night! We should plan that trip to the downtown office soon, maybe over the long weekend. Talk soon."
spam,"URGENT NOTICE Refinance your mortgage today and SAVE thousands! Rates as low as 0.9% APR, approval guaranteed regardless of credit score. Limited spots available, don't miss out!"
spam,Important Update Your account will be SUSPENDED unless you verify your password immediately! Click here to confirm your identity: http://secure-login-update!example!info Reply IMMEDIATELY to claim!
spam,"Hi there!!! Invest in Ethereum today and turn $100 into $10,000 in just 7 days!! Guaranteed returns, act before this offer closes! Don't delay, click below to proceed."
spam,"ATTENTION Buy cheap Viagra online with 80% discount, no prescription needed! Fast, discreet shipping worldwide! Order now! Click here now: http://bit!ly/free-cash-now"
ham,"Hi Sarah, Here's the invoice for Q3 roadmap — total comes to $45.5. Let me know if you need it in a different format."
spam,"Dear Beneficiary CLICK HERE to claim your free iPhone 15 Pro! Limited stock available, only 3 left, hurry before it's too late!!! 100% risk free, cancel anytime."
spam,"ATTENTION Hot singles in your area are waiting to chat with YOU right now! Click below for FREE access, no credit card required!!! Click here now: http://claim-your-prize!example!ru/verify"
spam,"ACT NOW You have WON $250000 in the International Lottery! To claim your prize, click the link below and enter your bank details within 24 hours. Don't delay, click below to proceed."
spam,"FINAL REMINDER We noticed unusual sign-in activity on your account. Verify your identity now or your account will be permanently locked: http://account-verify.example.top This is not a scam, 100% legit and guaranteed!!!"
spam,"Dear Beneficiary CLICK HERE to claim your free iPhone 15! Limited stock available, only 3 left, hurry before it's too late!!! Reply IMMEDIATELY to claim."
spam,Dear Beneficiary Lose 8kg in just 2 weeks with this ONE weird trick doctors don't want you to know about! Order your free trial now.
spam,CONGRATULATIONS!!! Your account will be SUSPENDED unless you verify your password immediately. Click here to confirm your identity: http://account-verify.example.top Reply IMMEDIATELY to claim.
ham,"Hey team, I've attached the proposal we discussed yesterday. Let me know if you have any questions or need changes before Friday. Thanks!"
spam,"FINAL REMINDER You've been chosen for a FREE cruise to the Bahamas! Just pay a small processing fee of $99 to reserve your spot now. Don't delay, click below to proceed."
spam,"URGENT NOTICE Buy cheap Viagra online with 80% discount, no prescription needed! Fast, discreet shipping worldwide. Order now! Click here now: http://claim-your-prize.example.ru/verify"
spam,"Hi there!!! Hot singles in your area are waiting to chat with YOU right now! Click below for FREE access, no credit card required!!! Text STOP to unsubscribe (but hurry, offer ends soon)!"
ham,"Hey team, Loved catching up with you last night! We should plan that trip to Marco's soon, maybe over the long weekend."
ham,"Hi all, Can we push our standup to Tuesday? Something came up on my end and I want to make sure I'm fully prepared."
ham,"Hello, Thanks so much for your help moving last weekend, really appreciate it! Let's grab dinner soon to say thanks properly."
ham,"Hey team, Your order of marketing has shipped and should arrive by Wednesday. You can track it using the link in your account. Best,"
spam,"Breaking: This is your FINAL WARNING. Your email subscription has expired. Update your billing information now to avoid account closure. Don't delay, click below to proceed."
ham,"Hi John, Thanks so much for your help moving last weekend, really appreciate it! Let's grab dinner soon to say thanks properly. Appreciate it."
ham,"Hi, Can you send over your availability for next week? Want to lock in time for the laptop kickoff. Best,"
ham,"Good morning, Can we push our budget meeting to Monday? Something came up on my end and I want to make sure I'm fully prepared. Appreciate it."
spam,"Breaking: You have WON $500 in the Euro Millions Lottery! To claim your prize, click the link below and enter your bank details within 24 hours! Text STOP to unsubscribe (but hurry, offer ends soon)!"
ham,"Hi, Thanks for sending over the report. I reviewed it and left a few comments in the shared doc. Overall looks great! Appreciate it."
spam,"URGENT NOTICE As the sole heir, you are entitled to a inheritance of $250000 from a distant relative. Reply with your bank details to proceed. Offer expires in 24 hours, act fast!"
ham,"Hi, Can we push our budget meeting to Wednesday? Something came up on my end and I want to make sure I'm fully prepared."
spam,"CONGRATULATIONS!!! Invest in a new crypto token today and turn $100 into $10,000 in just 7 days!! Guaranteed returns, act before this offer closes! Click here now: http://claim-your-prize!example!ru/verify"
ham,"Hi all, Thanks for sending over the report. I reviewed it and left a few comments in the shared doc. Overall looks great! Thanks!"
ham,"Hi Team, Can you send over your availability for next week? Want to lock in time for the onboarding kickoff."
ham,"Hey, Here are my notes from today's standup — action items are highlighted at the bottom, due by Wednesday."
ham,"Hey team, Your order of website redesign has shipped and should arrive by Monday. You can track it using the link in your account."
ham,"Hi John, Can we push our client call to Thursday? Something came up on my end and I want to make sure I'm fully prepared."
ham,"Hello, Can you send over your availability for next week? Want to lock in time for the office chairs kickoff."
spam,"FINAL REMINDER We noticed unusual sign-in activity on your account! Verify your identity now or your account will be permanently locked: http://bit!ly/free-cash-now This is not a scam, 100% legit and guaranteed!!!"
spam,URGENT NOTICE Your account will be SUSPENDED unless you verify your password immediately. Click here to confirm your identity: http://secure-login-update.example.info
ham,"Hi John, Quick question about the laptop order — did it ship yet? Tracking still shows it's processing. Appreciate it."
ham,"Hi all, Quick question about the website redesign order — did it ship yet? Tracking still shows it's processing."
spam,"Dear Winner Meet gorgeous women near you tonight! Sign up FREE, no strings attached, thousands of members online right now!!! This is not a scam, 100% legit and guaranteed!!!"
ham,"Hi Sarah, Attaching the design mockups for tomorrow's team sync. Let me know if I missed anything before I send it to the client. Let me know either way."
ham,"Hi Sarah, Loved catching up with you last night! We should plan that trip to Marco's soon, maybe over the long weekend."
spam,GOOD NEWS This is your FINAL WARNING. Your Netflix subscription has expired. Update your billing information now to avoid account closure.
ham,"Hi Sarah, Attaching the meeting notes for tomorrow's budget meeting. Let me know if I missed anything before I send it to the client."
ham,"Hi John, Attaching the meeting notes for tomorrow's client call. Let me know if I missed anything before I send it to the client."
spam,"Important Update Your Netflix password was reset. If this wasn't you, click below immediately to secure your account: http://claim-your-prize.example.ru/verify Don't delay, click below to proceed."
ham,"Hi all, Following up on our call from earlier — I'll send the updated meeting notes by end of day tomorrow."
spam,"Limited Time Offer You've been chosen for a FREE cruise to the Bahamas! Just pay a small processing fee of $99 to reserve your spot now. 100% risk free, cancel anytime."
ham,"Hey, The kids' school project is due on Friday, can you pick up some poster board on your way home tonight? Appreciate it."
spam,"Hi there!!! As the sole heir, you are entitled to a inheritance of $25000 from a distant relative! Reply with your bank details to proceed!"
spam,"ACT NOW Meet gorgeous women near you tonight! Sign up FREE, no strings attached, thousands of members online right now!!! For your security, verify now: http://claim-your-prize.example.ru/verify"
spam,"Hi there!!! Earn passive income of $1000000/month with our proven system! No skills, no experience, just click below to start earning today! Reply IMMEDIATELY to claim!"
ham,"Hello, Great meeting you at the conference! Would love to grab lunch and talk more about the onboarding project sometime. Best,"
ham,"Hi Sarah, Could you review the pull request I opened this morning? Nothing urgent, just want your eyes on the marketing changes. Appreciate it."
ham,"Hello, Just a reminder that our client call is scheduled for Thursday at 2:30 PM. Please let me know if that time doesn't work for you. Appreciate it."
spam,"ATTENTION CLICK HERE to claim your free iPhone 15! Limited stock available, only 3 left, hurry before it's too late!!! Limited spots available, don't miss out!"
ham,"Hi all, Great meeting you at the conference! Would love to grab lunch and talk more about the Q3 roadmap project sometime."
ham,"Hey, Just confirming our reservation at that new Italian place for Friday at 4:00 PM. Looking forward to seeing everyone! Talk soon."
spam,"ATTENTION Get a pre-approved loan of $1000 with ZERO credit check! Apply now, funds sent within 1 hour, no paperwork required!"
spam,"Important Update Your computer has a VIRUS! Download our antivirus tool immediately to remove 27 threats detected on your device: http://bit.ly/free-cash-now Text STOP to unsubscribe (but hurry, offer ends soon)!"
ham,"Hi all, The quarterly numbers are in — revenue is up 8% from last quarter, details are in the attached spreadsheet. Talk soon."
ham,"Hey team, Quick question about the website redesign order — did it ship yet? Tracking still shows it's processing. Talk soon."
ham,"Hey team, Can we push our 1:1 to next week? Something came up on my end and I want to make sure I'm fully prepared."
spam,"Breaking: We noticed unusual sign-in activity on your account! Verify your identity now or your account will be permanently locked: http://bit!ly/free-cash-now Offer expires in 24 hours, act fast!"
spam,"Hello Valued Customer Hot singles in your area are waiting to chat with YOU right now! Click below for FREE access, no credit card required!!! Limited spots available, don't miss out!"
spam,"Hello Valued Customer Invest in a new crypto token today and turn $100 into $10,000 in just 7 days!! Guaranteed returns, act before this offer closes! This is not a scam, 100% legit and guaranteed!!!"
ham,"Good morning, Thanks so much for your help moving last weekend, really appreciate it! Let's grab dinner soon to say thanks properly."
spam,"Breaking: This is your FINAL WARNING. Your bank subscription has expired. Update your billing information now to avoid account closure. Limited spots available, don't miss out!"
ham,"Hello, Following up on our call from earlier — I'll send the updated slide deck by end of day tomorrow. Appreciate it."
ham,"Hey, Reminder: your dentist appointment is on next week at 4:00 PM. Call the office if you need to reschedule."
ham,"Hi all, Just a reminder that our client call is scheduled for Thursday at 9:00 AM. Please let me know if that time doesn't work for you."
ham,"Hello, I've attached the design mockups we discussed yesterday. Let me know if you have any questions or need changes before Friday. Appreciate it."
spam,"Limited Time Offer We noticed unusual sign-in activity on your account. Verify your identity now or your account will be permanently locked: http://secure-login-update.example.info Offer expires in 24 hours, act fast!"
ham,"Hi Sarah, Just confirming our reservation at the downtown office for Monday at 9:00 AM. Looking forward to seeing everyone! Appreciate it."
spam,"URGENT NOTICE Your account will be SUSPENDED unless you verify your password immediately! Click here to confirm your identity: http://account-verify!example!top Text STOP to unsubscribe (but hurry, offer ends soon)!"
spam,"URGENT NOTICE Meet gorgeous women near you tonight! Sign up FREE, no strings attached, thousands of members online right now!!! Offer expires in 24 hours, act fast!"
ham,"Hi all, Can we push our 1:1 to Tuesday? Something came up on my end and I want to make sure I'm fully prepared. Let me know either way."
ham,"Hello, Following up on our call from earlier — I'll send the updated spreadsheet by end of day tomorrow. Best,"
spam,"Hi there!!! Hot singles in your area are waiting to chat with YOU right now! Click below for FREE access, no credit card required!!! Click here now: http://secure-login-update.example.info"
spam,"Limited Time Offer Meet gorgeous women near you tonight! Sign up FREE, no strings attached, thousands of members online right now!!! This is not a scam, 100% legit and guaranteed!!!"
ham,"Hello, Just confirming our reservation at the lake house for Friday at 11:30 AM. Looking forward to seeing everyone!"
ham,"Good morning, Here are my notes from today's budget meeting — action items are highlighted at the bottom, due by Tuesday. Thanks!"
ham,"Hey, Loved catching up with you last night! We should plan that trip to the downtown office soon, maybe over the long weekend."
spam,"CONGRATULATIONS!!! Earn passive income of $5000/month with our proven system. No skills, no experience, just click below to start earning today!"
ham,"Hello, Can you send over your availability for next week? Want to lock in time for the marketing kickoff. Best,"
ham,"Good morning, Following up on our call from earlier — I'll send the updated meeting notes by end of day tomorrow."
ham,"Hi Sarah, Here are my notes from today's team sync — action items are highlighted at the bottom, due by next week."
ham,"Hey team, Just confirming our reservation at the lake house for Monday at 9:00 AM. Looking forward to seeing everyone!"
ham,"Hi, Happy birthday! Hope you have a wonderful day, let's catch up for coffee sometime next week if you're free. Thanks!"
ham,"Hey team, Here are my notes from today's project review — action items are highlighted at the bottom, due by Tuesday. Best,"
ham,"Hi, Reminder: your dentist appointment is on Wednesday at 11:30 AM. Call the office if you need to reschedule. Let me know either way."
ham,"Hi Team, Thanks so much for your help moving last weekend, really appreciate it! Let's grab dinner soon to say thanks properly. Thanks!"
ham,"Hi Sarah, Quick question about the laptop order — did it ship yet? Tracking still shows it's processing. Best,"
spam,"ACT NOW Make $250000 per week working from home! No experience needed! Just send a small registration fee of $49 to get started TODAY! Don't delay, click below to proceed!"
spam,"Important Update Make $1000000 per week working from home! No experience needed. Just send a small registration fee of $49 to get started TODAY. Text STOP to unsubscribe (but hurry, offer ends soon)!"
spam,"Dear Winner Make $1000000 per week working from home! No experience needed. Just send a small registration fee of $49 to get started TODAY. Don't delay, click below to proceed."
ham,"Hi, Can you send over your availability for next week? Want to lock in time for the onboarding kickoff."
spam,"Important Update Make $500 per week working from home! No experience needed. Just send a small registration fee of $49 to get started TODAY. This is not a scam, 100% legit and guaranteed!!!"
spam,"ATTENTION Invest in Bitcoin today and turn $100 into $10,000 in just 7 days!! Guaranteed returns, act before this offer closes! Don't delay, click below to proceed."
ham,"Hey, Here's the invoice for office chairs — total comes to $45.5. Let me know if you need it in a different format. Let me know either way."
spam,"Limited Time Offer Earn passive income of $250000/month with our proven system. No skills, no experience, just click below to start earning today! This is not a scam, 100% legit and guaranteed!!!"
ham,"Hi John, Reminder: your dentist appointment is on Monday at 4:00 PM. Call the office if you need to reschedule."
ham,"Hi John, Thanks so much for your help moving last weekend, really appreciate it! Let's grab dinner soon to say thanks properly."
ham,"Hey team, The kids' school project is due on Friday, can you pick up some poster board on your way home tonight? Let me know either way."
ham,"Dear Priya, Here are my notes from today's 1:1 — action items are highlighted at the bottom, due by Thursday."
spam,"ACT NOW Your package could not be delivered. Pay a redelivery fee of $2.99 immediately or your parcel will be returned: http://account-verify.example.top Offer expires in 24 hours, act fast!"
ham,"Hello, Following up on our call from earlier — I'll send the updated proposal by end of day tomorrow."
spam,"Limited Time Offer Earn passive income of $25000/month with our proven system. No skills, no experience, just click below to start earning today! Click here now: http://bit.ly/free-cash-now"
ham,"Hi Sarah, The kids' school project is due on Monday, can you pick up some poster board on your way home tonight?"
ham,"Hi, The kids' school project is due on Thursday, can you pick up some poster board on your way home tonight?"
ham,"Hey, Just confirming our reservation at that new Italian place for Monday at 9:00 AM. Looking forward to seeing everyone!"
spam,"FINAL REMINDER Your package could not be delivered. Pay a redelivery fee of $2.99 immediately or your parcel will be returned: http://secure-login-update.example.info Don't delay, click below to proceed."
spam,"You have been selected Invest in Dogecoin today and turn $100 into $10,000 in just 7 days!! Guaranteed returns, act before this offer closes! This is not a scam, 100% legit and guaranteed!!!"
ham,"Hi John, Attaching the spreadsheet for tomorrow's standup. Let me know if I missed anything before I send it to the client."
spam,"CONGRATULATIONS!!! Your Netflix password was reset. If this wasn't you, click below immediately to secure your account: http://secure-login-update.example.info For your security, verify now: http://account-verify.example.top"
spam,URGENT NOTICE Your computer has a VIRUS! Download our antivirus tool immediately to remove 27 threats detected on your device: http://bit.ly/free-cash-now
ham,"Hey team, Quick question about the office chairs order — did it ship yet? Tracking still shows it's processing."
ham,"Dear Priya, Could you review the pull request I opened this morning? Nothing urgent, just want your eyes on the website redesign changes."
spam,"CONGRATULATIONS!!! CLICK HERE to claim your free iPhone SE! Limited stock available, only 3 left, hurry before it's too late!!! Text STOP to unsubscribe (but hurry, offer ends soon)!"
spam,"ATTENTION Earn passive income of $25000/month with our proven system. No skills, no experience, just click below to start earning today! Offer expires in 24 hours, act fast!"
spam,Important Update URGENT: Your tax refund of $1000 is pending. Submit your social security number and banking info to release the funds. Click here now: http://claim-your-prize.example.ru/verify
spam,"URGENT NOTICE Earn passive income of $10000/month with our proven system. No skills, no experience, just click below to start earning today! Offer expires in 24 hours, act fast!"
ham,"Hi Team, Great meeting you at the conference! Would love to grab lunch and talk more about the office chairs project sometime."
spam,"CONGRATULATIONS!!! Make $250000 per week working from home! No experience needed. Just send a small registration fee of $49 to get started TODAY. Text STOP to unsubscribe (but hurry, offer ends soon)!"
ham,"Good morning, Quick question about the laptop order — did it ship yet? Tracking still shows it's processing."
spam,"You have been selected Buy cheap weight-loss pills online with 80% discount, no prescription needed! Fast, discreet shipping worldwide. Order now! This is not a scam, 100% legit and guaranteed!!!"
ham,"Hello, The kids' school project is due on Monday, can you pick up some poster board on your way home tonight?"
spam,"FINAL REMINDER Refinance your mortgage today and SAVE thousands! Rates as low as 0.9% APR, approval guaranteed regardless of credit score."
spam,"Hi there!!! Make $5000 per week working from home! No experience needed! Just send a small registration fee of $49 to get started TODAY! 100% risk free, cancel anytime!"
ham,"Hi John, Here are my notes from today's budget meeting — action items are highlighted at the bottom, due by Thursday. Thanks!"
ham,"Hey team, Thanks for sending over the report. I reviewed it and left a few comments in the shared doc. Overall looks great! Let me know either way."
spam,"ATTENTION Your Netflix password was reset. If this wasn't you, click below immediately to secure your account: http://secure-login-update.example.info This is not a scam, 100% legit and guaranteed!!!"
spam,"GOOD NEWS Your computer has a VIRUS! Download our antivirus tool immediately to remove 27 threats detected on your device: http://bit!ly/free-cash-now This is not a scam, 100% legit and guaranteed!!!"
spam,"You have been selected Your computer has a VIRUS! Download our antivirus tool immediately to remove 27 threats detected on your device: http://bit!ly/free-cash-now Don't delay, click below to proceed!"
spam,"Breaking: Invest in a new crypto token today and turn $100 into $10,000 in just 7 days!! Guaranteed returns, act before this offer closes! Text STOP to unsubscribe (but hurry, offer ends soon)!"
ham,"Hi Team, Following up on our call from earlier — I'll send the updated contract by end of day tomorrow."
spam,"ATTENTION Hot singles in your area are waiting to chat with YOU right now! Click below for FREE access, no credit card required!!!"
spam,"CONGRATULATIONS!!! CLICK HERE to claim your free iPhone SE! Limited stock available, only 3 left, hurry before it's too late!!! Limited spots available, don't miss out!"
spam,"URGENT NOTICE You have WON $25000 in the Mega Millions Lottery! To claim your prize, click the link below and enter your bank details within 24 hours. Don't delay, click below to proceed."
spam,"Hello Valued Customer Earn passive income of $1000000/month with our proven system! No skills, no experience, just click below to start earning today! Reply IMMEDIATELY to claim!"
ham,"Hey team, Can you send over your availability for next week? Want to lock in time for the onboarding kickoff. Let me know either way."
ham,"Hi Team, Happy birthday! Hope you have a wonderful day, let's catch up for coffee sometime next week if you're free. Best,"
spam,"You have been selected Your package could not be delivered! Pay a redelivery fee of $2!99 immediately or your parcel will be returned: http://secure-login-update!example!info This is not a scam, 100% legit and guaranteed!!!"
ham,"Hi John, The kids' school project is due on Wednesday, can you pick up some poster board on your way home tonight? Talk soon."
spam,"URGENT NOTICE Your account will be SUSPENDED unless you verify your password immediately! Click here to confirm your identity: http://claim-your-prize!example!ru/verify Limited spots available, don't miss out!"
ham,"Hi Team, Here are my notes from today's budget meeting — action items are highlighted at the bottom, due by next week. Let me know either way."
spam,"You have been selected Invest in Bitcoin today and turn $100 into $10,000 in just 7 days!! Guaranteed returns, act before this offer closes! Don't delay, click below to proceed!"
ham,"Hey team, Attaching the spreadsheet for tomorrow's 1:1. Let me know if I missed anything before I send it to the client."
ham,"Hi all, Here are my notes from today's budget meeting — action items are highlighted at the bottom, due by Friday. Best,"
ham,"Hi Team, Can you send over your availability for next week? Want to lock in time for the website redesign kickoff."
ham,"Hello, Loved catching up with you last night! We should plan that trip to that new Italian place soon, maybe over the long weekend."
ham,"Hi, Great meeting you at the conference! Would love to grab lunch and talk more about the onboarding project sometime. Thanks!"
ham,"Good morning, Attaching the contract for tomorrow's project review. Let me know if I missed anything before I send it to the client. Talk soon."
spam,"Hi there!!! Get a pre-approved loan of $5000 with ZERO credit check! Apply now, funds sent within 1 hour, no paperwork required. Don't delay, click below to proceed."
ham,"Hey, Just a reminder that our client call is scheduled for Tuesday at 2:30 PM. Please let me know if that time doesn't work for you."
spam,"Hi there!!! As the sole heir, you are entitled to a inheritance of $500 from a distant relative. Reply with your bank details to proceed."
spam,"FINAL REMINDER Earn passive income of $25000/month with our proven system. No skills, no experience, just click below to start earning today! Don't delay, click below to proceed."
spam,"You have been selected URGENT: Your tax refund of $25000 is pending. Submit your social security number and banking info to release the funds. Text STOP to unsubscribe (but hurry, offer ends soon)!"
ham,"Good morning, Just confirming our reservation at the lake house for Thursday at 9:00 AM. Looking forward to seeing everyone!"
